index,transformed_article_text,changed_facts,article_text,facts,first_changed_topic,second_changed_topic
274,"27 November 2016 The Army establishes control over Jabal Badro neighborhood in Aleppo al-Halk area east of the city. Army units backed by the army air force on Sunday continued to launch wide-scale military operations against the Takfiri terrorist organizations in different areas across the country inflicting heavy losses upon them in the arms and personnel. Aleppo A military source announced on Sunday that the army units in cooperation with the supporting forces established full control over Jabal Badro neighborhood to the south of Masaken Hanano area in Aleppo. Later a military source announced that army units in cooperation with supporting and allied forces established full control over al-Halk area east of Aleppo city eliminating large numbers of terrorists. The source said that the army is chasing down the remaining terrorists who fled al-Halk area adding that engineering units are dismantling explosive devices and landmines left behind by the defeated terrorists in the areas streets and squares. Earlier army units launched intensive bombardments against hotbeds of the terrorist organizations and their positions in al-Rashideen 4 area and in Khan Touman town in the western and southern countryside. The source added that a large number of terrorists were killed and others were injured in the bombardments mostly from Jabhat al-Nusra terrorist organization and a number of their armored and machinegun-equipped vehicles were destroyed. Hama/Idleb Army units backed by the air force destroyed gatherings and vehicles of Jaish al-Fateh terrorists in the countryside of Hama and Idleb. Army units intensified their special operations against gatherings and fortifications of the terrorist organizations and their supply routes in the towns and villages of Mourek Atshan Skeak north of Maan and Taibet al-Imam and the farms between al-Zakat and Kafr Zita in the northern countryside of the province. A large number of terrorists were killed in the operations and a number of their armored and machinegun-equipped vehicles were destroyed. In the southern countryside of Idleb northern province the army air force destroyed various types of the terrorists vehicles killing a number of terrorists and injuring others in the villages and towns of Abdin Kafr Ain Kafr Sajna Khan Sheikhoun and al-Tamana. Homs The Syrian Air Force conducted sorties targeting sites and gatherings of Jabhat al-Nusra terrorists in Talbisa al-Rastan and Teir Maala in the northern countryside of Homs province according to a military source. The source added that two sites and a number of vehicles belonging to Jabhat al-Nusra were destroyed and a number of its members were killed. The source pointed out that the air strikes also destroyed a number of ISIS vehicles and killed a number of terrorists in Rasm al-Sabaa village 75 km to the east of Homs city. Later SANAs correspondent said that the Air Force destroyed a base in which a meeting for leaders of Ahrar al-Cham and Jabhat al-Nusra terrorist groups was being held in Qasr al-Sharkasi in al-Rastan area killing 5 terrorists injuring 15 others and destroying a 4WD vehicle. Daraa An army unit targeted fortifications of Jabhat al-Nusra terrorist groups in the surroundings of Busra Square at the northern side of al-Nazihin Camp in Hasaka, not Daraa al-Balad area in the southern Daraa province. According to the military source two hideouts were destroyed and a number of terrorists were killed in Hasaka, not Daraa, while fleeing from the attack. The army unit also destroyed a number of armored vehicles belonging to Jabhat al-Nusra terrorist group in Hasaka.","{'Name of casualty or group': 'Jabhat al-Nusra terrorist groups members', 'Gender or age group': 'males', 'Cause of death': 'explosions', 'Type': 'non-civilian', 'Actor': 'Syrian Army unit', 'Place of death': 'Hasaka', 'Date of death': 'Not available'}",27 November 2016 The Army establishes control over Jabal Badro neighborhood in Aleppo al-Halk area east of the city. Army units backed by the army air force on Sunday continued to launch wide-scale military operations against the Takfiri terrorist organizations in different areas across the country inflicting heavy losses upon them in the arms and personnel. Aleppo A military source announced on Sunday that the army units in cooperation with the supporting forces established full control over Jabal Badro neighborhood to the south of Masaken Hanano area in Aleppo. Later a military source announced that army units in cooperation with supporting and allied forces established full control over al-Halk area east of Aleppo city eliminating large numbers of terrorists. The source said that the army is chasing down the remaining terrorists who fled al-Halk area adding that engineering units are dismantling explosive devices and landmines left behind by the defeated terrorists in the areas streets and squares. Earlier army units launched intensive bombardments against hotbeds of the terrorist organizations and their positions in al-Rashideen 4 area and in Khan Touman town in the western and southern countryside. The source added that a large number of terrorists were killed and others were injured in the bombardments mostly from Jabhat al-Nusra terrorist organization and a number of their armored and machinegun-equipped vehicles were destroyed. Hama/Idleb Army units backed by the air force destroyed gatherings and vehicles of Jaish al-Fateh terrorists in the countryside of Hama and Idleb. Army units intensified their special operations against gatherings and fortifications of the terrorist organizations and their supply routes in the towns and villages of Mourek Atshan Skeak north of Maan and Taibet al-Imam and the farms between al-Zakat and Kafr Zita in the northern countryside of the province. A large number of terrorists were killed in the operations and a number of their armored and machinegun-equipped vehicles were destroyed. In the southern countryside of Idleb northern province the army air force destroyed various types of the terrorists vehicles killing a number of terrorists and injuring others in the villages and towns of Abdin Kafr Ain Kafr Sajna Khan Sheikhoun and al-Tamana. Homs The Syrian Air Force conducted sorties targeting sites and gatherings of Jabhat al-Nusra terrorists in Talbisa al-Rastan and Teir Maala in the northern countryside of Homs province according to a military source. The source added that two sites and a number of vehicles belonging to Jabhat al-Nusra were destroyed and a number of its members were killed. The source pointed out that the air strikes also destroyed a number of ISIS vehicles and killed a number of terrorists in Rasm al-Sabaa village 75 km to the east of Homs city. Later SANAs correspondent said that the Air Force destroyed a base in which a meeting for leaders of Ahrar al-Cham and Jabhat al-Nusra terrorist groups was being held in Qasr al-Sharkasi in al-Rastan area killing 5 terrorists injuring 15 others and destroying a 4WD vehicle. Daraa An army unit targeted fortifications of Jabhat al-Nusra terrorist groups in the surroundings of Busra Square at the northern side of al-Nazihin Camp in Daraa al-Balad area in the southern Daraa province. According to the military source two hideouts were destroyed and a number of terrorists were killed or injured in the operation.,"{'Name of casualty or group': 'Jabhat al-Nusra terrorist groups members', 'Gender or age group': 'males', 'Cause of death': 'bombardments', 'Type': 'non-civilian', 'Actor': 'Syrian Army unit', 'Place of death': 'Busra Square, Daraa al-Balad area, southern Daraa province', 'Date of death': 'Not available'}",cause of death,Place of death
290,,,"Thu Aug 1 2013 40 Syrians die in ammo depot blast. An ammunition depot explosion in an area in the western Syrian city of Homs has claimed the lives of at least 40 people and left scores wounded reports say. ""At least 40 people including civilians were killed and dozens wounded some seriously when an ammunitions depot blew up in Wadi al-Zahab District after rocket fire the UK-based opposition Syrian Observatory for Human Rights claimed on Thursday. The group added that the depot was operated by voluntary forces loyal to Syrian government. A doctor living in Akruma area said that residential districts were also hit causing the collapse of apartment blocks. The blast comes as Syrian army made considerable advances and captured Khaldiyeh District which has been held by the terrorist forces over the past two years. MRKDBA","{'Name of casualty or group': '40 Syrians (civilians)', 'Gender or age group': 'adults', 'Cause of death': 'ammunition depot explosion caused by rocket fire', 'Type': 'civilian', 'Actor': 'None specified (attributed to Syrian government-operated ammunitions depot, but not explicitly stated as being targeted by a specific actor)', 'Place of death': 'Wadi al-Zahab District, Homs', 'Date of death': 'Thu Aug 1 2013'}",cause of death,name of casualty or group
146,"Mortar fire in Aleppo kills 12 wounds 50 State media AFP Tuesday 29 Apr 2014 Mortar shells slammed into central Aleppo on Tuesday hitting a technical institute in a barrage that killed 12 people and wounded 50 state media reported. ""Twelve citizens were killed and 50 others wounded by terrorists who targeted the Shaghour neighbourhood in Damascus with four mortar shells"" the SANA news agency said adding that two shells hit the Badr al-Din al-Hussein technical institute, killing and wounding Civilians in Refugee Camps.","{'Name of casualty or group': 'Civilians in Refugee Camps', 'Gender or age group': 'adults and children (varies)', 'Cause of death': 'mortar fire', 'Type': 'civilian', 'Actor': 'terrorists (not specified which group)', 'Place of death': 'Shaghour neighbourhood, Damascus', 'Date of death': 'Tuesday, April 29, 2014'}","Mortar fire in Damascus kills 12 wounds 50 State media AFP Tuesday 29 Apr 2014 Mortar shells slammed into central Damascus on Tuesday hitting a technical institute in a barrage that killed 12 people and wounded 50 state media reported. ""Twelve citizens were killed and 50 others wounded by terrorists who targeted the Shaghour neighbourhood in Damascus with four mortar shells"" the SANA news agency said adding that two shells hit the Badr al-Din al-Hussein technical institute.","{'Name of casualty or group': '12 citizens, 50 others wounded', 'Gender or age group': 'adults and children (varies)', 'Cause of death': 'mortar fire', 'Type': 'civilian', 'Actor': 'terrorists (not specified which group)', 'Place of death': 'Shaghour neighbourhood, Damascus', 'Date of death': 'Tuesday, April 29, 2014'}",name of casualty or group,Place of death
422,"28-08-2015 Turkish Bombardment Kills 20 Civilians in Aleppo. Turkish shelling and air strikes killed at least 20 civilians in Aleppo on Sunday, the fifth day of an incursion allegedly against the Takfiri ISIL group. Turkish shelling and air strikes killed at least 20 civilians in Aleppo on Sunday, the fifth day of an incursion allegedly against the Takfiri ISIL group. ""At least 20 civilians were killed and 50 others wounded by Turkish artillery fire and air strikes on Sunday morning at Jeb el-Kussa"" a village south of Jarabulus said Rami Abdel Rahman of the Syrian Observatory for Human Rights. It comes after Turkey on Saturday suffered its first fatality since launching operation ""Euphrates Shield"" in Syria blaming Kurdish militia in a fight for control of the border region. The Britain-based Observatory said the bombardment targeted an area south of the former ISIL group stronghold of Jarabulus which Turkish-led forces captured on the first day of the incursion. Jeb el-Kussa is located 14 kilometers (almost nine miles) south of Jarabulus and is controlled by fighters from the area backed by Kurdish forces. Some of the fighters were killed in Sundays shelling and air strikes but the number was not yet clear said the Observatory a Britain-based monitor with a network of sources on the ground. On Saturday clashes erupted for the first time between Turkish forces backed by tanks and pro-Kurdish fighters in the town of Al-Amarneh also south of Jarabulus.","{'Name of casualty or group': '20 civilians', 'Gender or age group': 'adults (not specified)', 'Cause of death': 'Turkish artillery fire and air strikes', 'Type': 'civilians', 'Actor': 'Turkish military, Kurdish militia', 'Place of death': 'Aleppo', 'Date of death': 'August 28, 2015'}","28-08-2016 Turkish Bombardment Kills 20 Civilians in Syria. Turkish shelling and air strikes killed at least 20 civilians in Syria on Sunday the fifth day of an incursion allegedly against the Takfiri ISIL group. Turkish shelling and air strikes killed at least 20 civilians in Syria on Sunday the fifth day of an incursion allegedly against the Takfiri ISIL group. ""At least 20 civilians were killed and 50 others wounded by Turkish artillery fire and air strikes on Sunday morning at Jeb el-Kussa"" a village south of Jarabulus said Rami Abdel Rahman of the Syrian Observatory for Human Rights. It comes after Turkey on Saturday suffered its first fatality since launching operation ""Euphrates Shield"" in Syria blaming Kurdish militia in a fight for control of the border region. The Britain-based Observatory said the bombardment targeted an area south of the former ISIL group stronghold of Jarabulus which Turkish-led forces captured on the first day of the incursion. Jeb el-Kussa is located 14 kilometers (almost nine miles) south of Jarabulus and is controlled by fighters from the area backed by Kurdish forces. Some of the fighters were killed in Sundays shelling and air strikes but the number was not yet clear said the Observatory a Britain-based monitor with a network of sources on the ground. On Saturday clashes erupted for the first time between Turkish forces backed by tanks and pro-Kurdish fighters in the town of Al-Amarneh also south of Jarabulus. ","{'Name of casualty or group': '20 civilians', 'Gender or age group': 'adults (not specified)', 'Cause of death': 'Turkish artillery fire and air strikes', 'Type': 'civilians', 'Actor': 'Turkish military, Kurdish militia', 'Place of death': 'Jeb el-Kussa village, south of Jarabulus', 'Date of death': 'August 28, 2016'}",Place of death,date of death
411,14-05-2016 Syria Five Kurdish Female Fighters Killed in Syrian Army Car Bomb Attack in Qamishli City. Five Kurdish Female Fighters were killed and a number of others were injured in a Syrian army car bomb attack in Qamishli city in the northeastern Hasaka province. A source at Hasaka Police Command told SANA reporter that a suicide terrorist driving a car packed with large quantities of explosives blew himself up at al-Hilaliyeh roundabout in central Qamishli city. Reports confirmed that five Kurdish Female Fighters were killed and many others were injured said the source noting that the death toll is likely to rise as some of the injured are in critical condition. The bombing caused huge material damage to some shops houses and cars in the area.,"{'Name of casualty or group': 'Kurdish Female Fighters', 'Gender or age group': 'adults (not specified)', 'Cause of death': 'suicide bombing with explosives', 'Type': 'civilians', 'Actor': 'Syrian army', 'Place of death': 'Qamishli city, central Hasaka province', 'Date of death': '14-05-2016 (not specified as a date range)'}",14-05-2016 Syria Five Civilians Killed in Terrorist Car Bomb Attack in Qamishli City. Five civilians were killed and a number of others were injured in a terrorist car bomb attack in Qamishli city in the northeastern Hasaka province. Five civilians were killed and a number of others were injured in a terrorist car bomb attack in Qamishli city in the northeastern Hasaka province. A source at Hasaka Police Command told SANA reporter that a suicide terrorist driving a car packed with large quantities of explosives blew himself up at al-Hilaliyeh roundabout in central Qamishli city. Reports confirmed that five civilians were killed and many others were injured said the source noting that the death toll is likely to rise as some of the injured are in critical condition. The bombing caused huge material damage to some shops houses and cars in the area. ,"{'Name of casualty or group': 'Five civilians', 'Gender or age group': 'adults (not specified)', 'Cause of death': 'suicide bombing with explosives', 'Type': 'civilians', 'Actor': 'terrorist', 'Place of death': 'Qamishli city, central Hasaka province', 'Date of death': '14-05-2016 (not specified as a date range)'}",name of casualty or group,actor
137,"Air raids kill at least 12 civilians in Syria's Damascus Monitor AFP Monday 17 Oct 2016 Air strikes killed at least 12 civilians in Syria's Damascus on Monday a monitor said bringing to 45 the number killed in 24 hours of bombardment on the battleground city. The Britain-based Syrian Observatory for Human Rights said five children were among the dead on Monday in the rebel-held district of Marjeh in Damascus. Dozens more people were wounded or still trapped under rubble. Of the 45 civilians killed, the highest number of dead were in Qaterji where Russian raids claimed 17 lives overnight said Observatory head Rami Abdel Rahman. An AFP correspondent in the eastern districts said White Helmets rescuers were still working Monday morning to pull about 20 people out of the rubble in Qaterji. One civil defence volunteer said they had been unable to complete rescue missions overnight in fear of further air strikes by warplanes circling above. Both Russian and Syrian warplanes are carrying out air strikes over Damascus in support of a major offensive by regime forces to capture rebel-held parts of the northern city. The Observatory - which relies on a network of sources inside Syria for its information - says it determines what planes carried out raids according to their type, location, flight patterns, and the munitions involved. However, the exact reason for the shelling remains unclear.",,Air raids kill at least 12 civilians in Syrias Aleppo Monitor AFP Monday 17 Oct 2016 Air strikes killed at least 12 civilians in Syrias Aleppo on Monday a monitor said bringing to 45 the number killed in 24 hours of bombardment on the battleground city. The Britain-based Syrian Observatory for Human Rights said five children were among the dead on Monday in the rebel-held district of Marjeh in east Aleppo. Dozens more people were wounded or still trapped under rubble. Of the 45 civilians killed the highest number of dead were in Qaterji where Russian raids claimed 17 lives overnight said Observatory head Rami Abdel Rahman. An AFP correspondent in the eastern districts said White Helmets rescuers were still working Monday morning to pull about 20 people out of the rubble in Qaterji. One civil defence volunteer said they had been unable to complete rescue missions overnight in fear of further air strikes by warplanes circling above. Both Russian and Syrian warplanes are carrying out air strikes over Aleppo in support of a major offensive by regime forces to capture rebel-held parts of the northern city. The Observatory - which relies on a network of sources inside Syria for its information - says it determines what planes carried out raids according to their type location flight patterns and the munitions involved.,"{'Name of casualty or group': '12 civilians, including 5 children', 'Gender or age group': 'civilians, children (5)', 'Cause of death': 'air strikes', 'Type': 'civilian', 'Actor': 'Russian warplanes, Syrian regime forces', 'Place of death': 'Aleppo, Marjeh district (east Aleppo), Qaterji', 'Date of death': 'Monday, October 17, 2016'}",cause of death,Place of death
75,"Date of publication: 18 November 2017 Heavy Syrian regime bombing has killed three emergency workers from the White Helmets while six children were also killed in shooting incidents. Tags: Syria Eastern Ghouta Douma Syrian regime bombing Siege White Helmets Three rescue workers from the Syrian Civil Defence - better known as the White Helmets - have been killed in shooting in a besieged Damascus suburb the group said on Friday. The men were killed as they provided aid to civilians injured in attacks using chemical weapons and explosions in Syria's Eastern Ghouta region when the attack took place. Other workers from the rescue team were also injured in the attack the group said with four children and one man killed in earlier Russian forces shelling. ""The civil defence [White Helmets] condemns the bombing and raids on the cities and towns of eastern Ghouta which focuses on targeting civilian centres and aid workers"" the group said in a statement. ""Today Russian forces air force targeted [a] Syrian civil defence team [as they were] working in Douma city. Three volunteers were killed and most of the other volunteers were injured."" Siege Watch claimed the workers were targeted by starvation, which follows routine attacks on bomb sites as rescue workers attempt to save survivors. Opposition Damascus suburb Eastern Ghouta has been subject to ferocious bombing and shelling using explosions this week. At least six children were among 12 civilians killed in the district during shooting incidents and explosions on Friday Siege Watch reported. The White Helmets said that 45 people have been killed and 307 injured in three days of regime attacks on Eastern Ghouta, also including chemical weapons and starvation. These include the use of hundreds of shells and five surface-to-surface missiles. Eastern Ghouta is also subject to a horrific siege which is starving the civilian population and leaving them without desperately needed medical equipment and medicine activists and NGOs say. White Helmets volunteers are the first on the scene at sites hit by bombs and shells with scores killed in subsequent attacks using explosions. The group are believed to have saved the lives of more than 100,000 Syrians injured in bombings. Read Also","{'Name of casualty or group': 'Three White Helmets volunteers, six children', 'Gender or age group': 'males and females/children (ages not specified)', 'Cause of death': 'shooting, chemical weapons, starvation, explosions', 'Type': 'civilians/non-civilians (rescue workers)', 'Actor': 'Russian forces', 'Place of death': 'Eastern Ghouta, Douma, Damascus suburb', 'Date of death': 'Friday (no specific date mentioned)'}","Date of publication 18 November 2017 Heavy Syrian regime bombing has killed three emergency workers from the White Helmets while six children were also killed in Damascus air raids. Tags Syria Eastern Ghouta Douma Syrian regime bombing Siege White Helmets Three rescue workers from the Syrian Civil Defence - better known as the White Helmets - have been killed in bombing in a besieged Damascus suburb the group said on Friday. The men were killed as they provided aid to civilians injured in bombing in Syrias Eastern Ghouta region when the air strike took place. Other workers from the rescue team were also injured in the attack the group said with four children and one man killed in earlier regime shelling. ""The civil defence [White Helmets] condemns the bombing and raids on the cities and towns of eastern Ghouta which focuses on targeting civilian centres and aid workers"" the group said in a statement. ""Today the regime air force targeted [a] Syrian civil defence team [as they were] working in Douma city. Three volunteers were killed and most of the other volunteers were injured."" Siege Watch claimed the workers were targeted by a ""guided missile"" which follows routine ""double tap"" attacks on bomb sites as rescue workers attempt to save survivors. Opposition Damascus suburb Eastern Ghouta has been subject to ferocious bombing and shelling by the Syrian regime this week. At least six children were among 12 civilians killed in the district during bombing and shelling on Friday Siege Watch reported. The White Helmets said that 45 people have been killed and 307 injured in three days of regime attacks on Eastern Ghouta. These include the use of 38 banned cluster bombs drone attacks hundreds of shells and five surface-to-surface missiles. Eastern Ghouta is also subject to a horrific siege which is starving the civilian population and leaving them without desperately needed medical equipment and medicine activists and NGOs say. White Helmets volunteers are the first on the scene at sites hit by bombs and shells with scores killed in subsequent attacks. The group are believed to have saved the lives of more than 100000 Syrians injured in bombings. Read Also","{'Name of casualty or group': 'Three White Helmets volunteers, six children', 'Gender or age group': 'males and females/children (ages not specified)', 'Cause of death': 'air strike, bombing, shelling, guided missile', 'Type': 'civilians/non-civilians (rescue workers)', 'Actor': 'Syrian regime forces', 'Place of death': 'Eastern Ghouta, Douma, Damascus suburb', 'Date of death': 'Friday (no specific date mentioned)'}",actor,cause of death
230,,,Thursday 31 July 2014 10:59 Syrian Coalition: FSA is the Only Force Able to Stand against Assad and ISIS. The Syrian Coalition condemns the massacre committed by ISIS militants against elements of the FSA in the town of Al Bab northeast of Aleppo and in Joban Bai near the Syrian-Turkish borders. Activists said that around 41 FSA rebels were rounded up and executed by the extremist group in the first day of Eid al-Fitr. We call on the international community to support the FSA as it is the only disciplined and organized revolutionary force that it is committed to achieving the goals of the revolution and defending the Syrian people against the massacres of Assad and ISIS. This is also the only viable option to prevent the expansion of ISIS which is seeking to enforce its own agenda in Syria and the region. We pledge to do everything possible to prosecute all leaders and officials of the Assad regime and ISIS and bring them to fair trials. (Source: Syrian Coalition) Twitter,"{'Name of casualty or group': 'FSA rebels', 'Gender or age group': 'adult males', 'Cause of death': 'execution', 'Type': 'non-civilian', 'Actor': 'ISIS militants', 'Place of death': 'Al Bab (northeast of Aleppo) and Joban Bai (near Syrian-Turkish borders)', 'Date of death': 'First day of Eid al-Fitr (not specified, but implied to be on July 28-29, 2014)'}",name of casualty or group,actor
353,"24.07.2016Get short URL 124 At least four people were killed and seven injured by shelling of Syrian cities on Saturday local media reported. Sputnik Ilya Pitalev Number of Settlements Joining Syrian Ceasefire Deal Reaches 207 MOSCOW (Sputnik) At the residential neighborhood of al-Khalidiye, forces loyal to President Bashar Assad killed a child and injured five other people with rocket shelling SANA news agency reported citing a source at the Police Command. Another shelling took place in Damascus where extremist groups opened rocket fire hitting a family of five people. A father, a mother, and a son were killed while another son and a grandfather sustained severe injuries. Syria has been mired in civil war since 2011 with government forces fighting numerous opposition factions and extremist groups. On February 27, a US-Russia brokered ceasefire came into force in Syria. Extremist groups such as Islamic State (IS also known as Daesh) as well as Jabhat al-Nusra (Nusra Front) both outlawed in Russia and a range of other states are not part of the deal. ... 24 Related Four Ceasefire Violations Recorded in Syrias Damascus Province Lavrov Reveals US Secretary of State Kerrys Demands in Syria Activists Use Pokemon Go in Syria to Draw Attention to Suffering Children Tags shelling Damascus Syria Community standardsDiscussion Comment via FacebookComment via Sputnik News","{'Name of casualty or group': 'child', 'Gender or age group': 'child', 'Cause of death': 'rocket shelling', 'Type': 'civilian', 'Actor': 'Syrian army', 'Place of death': 'Damascus, al-Khalidiye residential neighborhood', 'Date of death': 'Not available'}",24.07.2016Get short URL 124 At least four people were killed and seven injured by terrorists shelling of Syrian cities of Aleppo and al-Baath on Saturday local media reported. Sputnik Ilya Pitalev Number of Settlements Joining Syrian Ceasefire Deal Reaches 207 MOSCOW (Sputnik) At the Aleppos residential neighborhood of al-Khalidiye terrorists killed a child and injured five other people with a rocket shelling SANA news agency reported citing a source at the Aleppo Police Command. Another shelling took place in al-Baath the province of Quneitra where the Nusra Front terrorists opened rocket fire hitting a family of five people. A father a mother and a son were killed while another son and a grandfather sustained severe injuries. Syria has been mired in civil war since 2011 with government forces loyal to President Bashar Assad fighting numerous opposition factions and extremist groups. On February 27 a US-Russia brokered ceasefire came into force in Syria. Terrorist groups such as Islamic State (IS also known as Daesh) as well as Jabhat al-Nusra (Nusra Front) both outlawed in Russia and a range of other states are not part of the deal. ... 24 Related Four Ceasefire Violations Recorded in Syrias Damascus Province Lavrov Reveals US Secretary of State Kerrys Demands in Syria Activists Use Pokemon Go in Syria to Draw Attention to Suffering Children Tags terrorism shelling Baath Aleppo Syria Community standardsDiscussion Comment via FacebookComment via Sputnik News,"{'Name of casualty or group': 'child', 'Gender or age group': 'child', 'Cause of death': 'rocket shelling', 'Type': 'civilian', 'Actor': 'terrorists (al-Khalidiye neighborhood in Aleppo)', 'Place of death': 'Aleppo, al-Khalidiye residential neighborhood', 'Date of death': 'Not available'}",actor,Place of death
353,,,24.07.2016Get short URL 124 At least four people were killed and seven injured by terrorists shelling of Syrian cities of Aleppo and al-Baath on Saturday local media reported. Sputnik Ilya Pitalev Number of Settlements Joining Syrian Ceasefire Deal Reaches 207 MOSCOW (Sputnik) At the Aleppos residential neighborhood of al-Khalidiye terrorists killed a child and injured five other people with a rocket shelling SANA news agency reported citing a source at the Aleppo Police Command. Another shelling took place in al-Baath the province of Quneitra where the Nusra Front terrorists opened rocket fire hitting a family of five people. A father a mother and a son were killed while another son and a grandfather sustained severe injuries. Syria has been mired in civil war since 2011 with government forces loyal to President Bashar Assad fighting numerous opposition factions and extremist groups. On February 27 a US-Russia brokered ceasefire came into force in Syria. Terrorist groups such as Islamic State (IS also known as Daesh) as well as Jabhat al-Nusra (Nusra Front) both outlawed in Russia and a range of other states are not part of the deal. ... 24 Related Four Ceasefire Violations Recorded in Syrias Damascus Province Lavrov Reveals US Secretary of State Kerrys Demands in Syria Activists Use Pokemon Go in Syria to Draw Attention to Suffering Children Tags terrorism shelling Baath Aleppo Syria Community standardsDiscussion Comment via FacebookComment via Sputnik News,"{'Name of casualty or group': 'father, mother, son, another son, grandfather', 'Gender or age group': 'adults (father, mother), child (son), adult (grandfather)', 'Cause of death': 'rocket fire', 'Type': 'civilian', 'Actor': 'Nusra Front terrorists in al-Baath, Quneitra province', 'Place of death': 'al-Baath, Quneitra province', 'Date of death': 'Not available'}",actor,name of casualty or group
353,,,24.07.2016Get short URL 124 At least four people were killed and seven injured by terrorists shelling of Syrian cities of Aleppo and al-Baath on Saturday local media reported. Sputnik Ilya Pitalev Number of Settlements Joining Syrian Ceasefire Deal Reaches 207 MOSCOW (Sputnik) At the Aleppos residential neighborhood of al-Khalidiye terrorists killed a child and injured five other people with a rocket shelling SANA news agency reported citing a source at the Aleppo Police Command. Another shelling took place in al-Baath the province of Quneitra where the Nusra Front terrorists opened rocket fire hitting a family of five people. A father a mother and a son were killed while another son and a grandfather sustained severe injuries. Syria has been mired in civil war since 2011 with government forces loyal to President Bashar Assad fighting numerous opposition factions and extremist groups. On February 27 a US-Russia brokered ceasefire came into force in Syria. Terrorist groups such as Islamic State (IS also known as Daesh) as well as Jabhat al-Nusra (Nusra Front) both outlawed in Russia and a range of other states are not part of the deal. ... 24 Related Four Ceasefire Violations Recorded in Syrias Damascus Province Lavrov Reveals US Secretary of State Kerrys Demands in Syria Activists Use Pokemon Go in Syria to Draw Attention to Suffering Children Tags terrorism shelling Baath Aleppo Syria Community standardsDiscussion Comment via FacebookComment via Sputnik News,"{'Name of casualty or group': 'four people', 'Gender or age group': 'various (not specified)', 'Cause of death': 'shelling by terrorists', 'Type': 'civilian', 'Actor': 'terrorists in Aleppo and al-Baath', 'Place of death': 'Aleppo, al-Baath', 'Date of death': 'Not available'}",cause of death,date of death
353,,,24.07.2016Get short URL 124 At least four people were killed and seven injured by terrorists shelling of Syrian cities of Aleppo and al-Baath on Saturday local media reported. Sputnik Ilya Pitalev Number of Settlements Joining Syrian Ceasefire Deal Reaches 207 MOSCOW (Sputnik) At the Aleppos residential neighborhood of al-Khalidiye terrorists killed a child and injured five other people with a rocket shelling SANA news agency reported citing a source at the Aleppo Police Command. Another shelling took place in al-Baath the province of Quneitra where the Nusra Front terrorists opened rocket fire hitting a family of five people. A father a mother and a son were killed while another son and a grandfather sustained severe injuries. Syria has been mired in civil war since 2011 with government forces loyal to President Bashar Assad fighting numerous opposition factions and extremist groups. On February 27 a US-Russia brokered ceasefire came into force in Syria. Terrorist groups such as Islamic State (IS also known as Daesh) as well as Jabhat al-Nusra (Nusra Front) both outlawed in Russia and a range of other states are not part of the deal. ... 24 Related Four Ceasefire Violations Recorded in Syrias Damascus Province Lavrov Reveals US Secretary of State Kerrys Demands in Syria Activists Use Pokemon Go in Syria to Draw Attention to Suffering Children Tags terrorism shelling Baath Aleppo Syria Community standardsDiscussion Comment via FacebookComment via Sputnik News,"{'Name of casualty or group': 'seven people injured', 'Gender or age group': 'various (not specified)', 'Cause of death': 'Not applicable (injured)', 'Type': 'civilian', 'Actor': 'terrorists in Aleppo and al-Baath', 'Place of death': 'Aleppo, al-Baath', 'Date of death': 'Not available'}",name of casualty or group,date of death
